Id,X,Y,Topic,NearestNeighbor,NearestNeighborDistance
263919342,8.2996435,4.518073,note node,155,0.10675937565308602
264328994,10.7544365,2.79417,feature,71,0.07059014389693924
273054659,11.492577,5.4839234,edges refactoring,201,0.07948188180511087
273055585,8.507462,5.0135765,children nodes,163,0.057820723271631465
273056256,9.347995,5.346092,property editor,61,0.17093330548408256
273081507,7.771051,9.851917,config release,210,0.03001722438657222
273519959,11.209431,6.584111,graph framework,153,0.08306159974945747
274182197,11.365598,5.401316,edges refactoring,142,0.03543392269466791
274961230,10.464061,5.624352,children nodes,304,0.05278094129944503
275175835,10.737625,5.34446,children nodes,321,0.1754947942752853
276184293,11.471959,5.407162,edges refactoring,328,0.03917635351762597
276231868,8.85,6.7892585,toolbar,166,0.06952503549568663
276845600,9.647257,8.371362,refactoring config,310,0.07649161980960226
276852763,12.062814,8.128486,refactoring,346,0.006664452785187662
280041323,7.5523667,7.988152,diagram file,11,0.04536180650759605
283582402,10.444577,6.023057,children nodes,286,0.0538885902791398
285115458,9.56373,10.051691,checkstyle,287,0.052094387709090174
285140977,9.732569,5.904526,children nodes,145,0.1342945679922433
285486797,12.089832,8.151117,refactoring,417,0.01457959307370496
286383209,7.7480197,9.871168,config release,196,0.03001722438657222
287472956,9.234796,5.217835,property editor,195,0.17106722384810638
288678013,10.434051,2.7873309,note nodes,114,0.16823302808908785
288937040,6.995204,8.820166,feature docs,137,0.009481192207691336
289640468,10.537301,6.3625646,refactoring,116,0.14635268792847111
291559311,8.62293,3.796107,note node,414,0.05424031053945336
293229138,8.025452,6.4907703,toolbar,298,0.09550687670268296
293231036,11.461831,5.6337748,children nodes,193,0.15297288947437143
294382498,9.985463,7.9023404,children nodes,17,0.029927598725702536
295787218,7.8436465,6.730874,toolbar,238,0.038080190567325645
308789101,6.778546,5.012199,scroll bars,239,0.010869638948789267
310207184,10.563552,4.4599833,sequence diagrams,246,0.03229217280899585
312481631,8.625347,6.743421,toolbar,75,0.012394210865035565
320883515,7.688781,9.885789,config release,324,0.006031358199517976
320891819,8.892949,7.2124104,feature,55,0.057789439947094665
321231874,10.154193,7.756503,java 25,23,0.032713864401002754
321232976,10.769526,6.5601425,children nodes,370,0.27238288099354385
321249441,7.2930856,9.212336,feature docs,7,0.1114591287646967
321278844,8.549404,6.599428,toolbar,236,0.009857337217029876
321652169,6.3308625,6.740198,java version,190,0.029891563366574565
322393274,8.464855,6.1695013,children nodes,293,0.21913745111743918
323814839,9.490036,8.379802,refactoring config,310,0.08124712096875539
323824963,7.777987,7.710051,diagram file,255,0.0632914122341535
325911775,10.099734,6.816649,children nodes,237,0.09018218269076513
326203932,10.115881,7.0389853,children nodes,35,0.055355967040979295
326823844,11.079761,5.7595987,diagrambuilder,242,0.033086127020241995
326874730,8.55521,6.607394,toolbar,228,0.009857337217029876
329957405,10.168275,6.875258,refactoring,233,0.09018218269076513
330077103,7.8080935,6.7172327,toolbar,219,0.038080190567325645
330077337,6.776107,5.0016065,scroll bars,220,0.010869638948789267
330704577,6.783591,4.992247,scroll bars,239,0.01198362466212538
332858126,7.7063866,9.894372,config release,223,0.01958654168076067
337502791,11.0622015,5.7315564,diagrambuilder,235,0.033086127020241995
339274395,10.862878,6.2095118,refactoring,377,0.02058126931281683
347216016,7.0128174,8.796802,feature docs,213,0.02925938953039806
347216153,8.48144,8.745093,feature config,283,0.10156585328798749
347217684,10.5582,4.428138,sequence diagrams,221,0.03229217280899585
347217814,10.874145,4.710338,sequence diagrams,379,0.09921142085515047
347378468,11.344635,5.1332226,children nodes,179,0.11228545882583017
352251569,7.6997538,9.961984,config release,264,0.03538051759839535
352693800,8.984786,2.6618638,object nodes,253,0.04008048074186454
354096838,7.0575223,8.764584,feature docs,418,0.02786383957255367
354406674,9.516715,6.3967724,children nodes,40,0.2705087051308689
359983871,8.953704,2.6871688,object nodes,250,0.04008048074186454
359985449,7.625351,7.78801,diagram file,181,0.0875980383154797
359985706,7.7149253,7.7046638,diagram file,232,0.0632914122341535
361870387,10.219706,4.5440817,children nodes,376,0.01973897759441288
371376492,6.602042,5.913346,nullpointerexception,294,0.036515039273049714
371575728,7.297707,5.237654,children nodes,1,0.19534158001351423
375975787,9.199451,3.0941634,children nodes,288,0.08023405181485437
375989373,9.293176,3.3098524,sequence diagram,315,0.14407716580110644
379603306,9.077993,3.3758757,children nodes,149,0.15152899043942578
382035540,7.06413,6.033564,children nodes,398,0.2822497931639896
385053883,8.388606,4.210178,note node,169,0.12752386581403546
395033966,7.7146473,9.929891,config release,279,0.017702819880385127
401523129,7.0726,5.438239,nullpointerexception,364,0.0802357667090962
403468445,6.95616,5.425089,nullpointerexception,285,0.0897966915642128
403518003,9.588247,5.807185,property editor,145,0.05549790598039587
403518371,10.132387,7.183029,children nodes,57,0.055670520244964
408439701,11.435574,5.315569,edges refactoring,328,0.0770437303022619
408971135,10.504885,7.1740055,refactoring,313,0.051959741649709144
411928551,8.9223585,6.862863,toolbar,166,0.09037929513480955
412044998,6.118459,6.299819,java version,303,0.1009910000602746
422524553,6.731067,5.7407994,nullpointerexception,334,0.031095764463781903
430033075,11.144869,4.858895,children nodes,394,0.15042038176822758
430036596,8.308812,7.766235,diagram file,277,0.029697063220511053
457596380,6.774072,5.3043356,scroll bars,290,0.057374011631869754
457619385,8.294111,7.740432,diagram file,275,0.029697063220511053
458189564,10.835003,7.724986,refactoring tests,128,0.054367085512584734
467394088,7.731138,9.936328,config release,187,0.01573128603554557
467495862,11.031384,5.6296167,diagrambuilder,242,0.10649595035774231
467835754,10.532282,6.8066254,refactoring,8,0.06829435271462048
468213047,11.158469,5.5029583,edges refactoring,390,0.10841727952288016
470787134,8.429379,8.832302,feature config,245,0.10156585328798749
495250341,10.956978,5.524345,edges refactoring,390,0.09477740373994115
509102775,6.9361935,5.5126376,nullpointerexception,28,0.056516269809337646
535835654,10.478037,5.9808145,children nodes,206,0.0538885902791398
535866787,9.604644,10.083939,checkstyle,396,0.03148376044333028
545185874,9.1407795,3.0394359,children nodes,259,0.08023405181485437
545199717,7.764771,9.778188,config release,196,0.07399648037028544
549843155,6.770909,5.3616223,nullpointerexception,276,0.057374011631869754
550453868,8.19812,2.8591328,package nodes,302,0.019840187125353376
550457351,9.374953,4.5489373,children nodes,320,0.13603999767320143
550996890,8.628814,6.3148932,children nodes,230,0.21913745111743918
551152640,6.6137495,5.8787584,nullpointerexception,257,0.036515039273049714
551562507,6.5734444,5.963929,nullpointerexception,384,0.05474430821723871
553806677,11.295418,5.2597766,children nodes,179,0.08415304892648684
555123662,7.8992443,2.941753,package nodes,345,0.0502638394741894
556569033,8.060285,6.5796986,toolbar,216,0.09550687670268296
557152311,8.852841,7.41804,children nodes,55,0.2085937831544706
557156436,7.931419,7.77288,diagram file,46,0.048536455197215125
557157677,6.975533,8.784501,feature docs,137,0.03509563201223576
560748565,8.207014,2.8413978,package nodes,291,0.019840187125353376
561913070,6.2097683,6.25667,java version,335,0.02366616498029543
562244530,10.503251,5.5889974,children nodes,199,0.05278094129944503
565922242,8.059761,3.0080001,package nodes,91,0.05774056649736867
569045828,7.105271,8.878027,feature docs,244,0.12306587970198347
569049715,7.9790454,2.9464393,package nodes,97,0.03748642286006148
595360533,11.421748,7.4455056,bug tests,177,0.006116232216068971
601425516,7.972097,9.340738,feature config,180,0.07557946998963429
623388132,9.570768,8.37067,refactoring config,203,0.07649161980960226
623391767,8.895976,3.4905677,sequence diagram,360,0.011361980412317141
623392360,9.659777,10.1531105,checkstyle,63,0.009391904844883316
624410171,10.478037,7.2184916,refactoring,391,0.008202193759830494
625903353,6.9632382,8.573363,children nodes,374,0.15311317604632008
626913194,9.281967,3.4534929,sequence diagram,149,0.06740964698249768
627725684,10.889406,5.774167,diagrambuilder,381,0.11496124024162756
627773523,11.069381,3.9937704,return edge,78,0.04919122597113126
627773667,11.059733,3.6954997,children nodes,325,0.1597242088632394
628456865,11.160768,3.9278564,class diagrams,78,0.09028487315784971
630274242,9.288165,4.6536975,children nodes,154,0.03797054927013401
631793369,10.91117,5.318372,edges refactoring,200,0.1754947942752853
642181454,9.59014,3.3628738,sequence diagram,98,0.01411888872320016
645771018,6.2427073,6.5046997,java version,13,0.1888365916836344
663968919,7.683269,9.888238,config release,223,0.006031358199517976
686326634,10.9018955,3.6710246,diagram edge,152,0.12629247191890697
692327921,9.377181,3.9019358,sequence diagram,327,0.08741880432837419
696093507,9.375448,3.8145342,sequence diagram,326,0.08741880432837419
696118221,11.488434,5.3716183,edges refactoring,201,0.03917635351762597
703534413,8.813038,2.6727457,object nodes,253,0.1414035096468885
703805162,8.278291,7.7700434,diagram file,275,0.030758089663388936
703872926,8.218392,9.336357,feature config,174,0.06578907303372485
712305010,7.4489794,7.900391,diagram file,50,0.05997207349913333
712394974,6.804153,5.688043,nullpointerexception,21,0.054966145300215895
713172549,6.741332,5.770152,nullpointerexception,273,0.031095764463781903
721346810,6.2198367,6.2780876,java version,303,0.02366616498029543
753065048,6.9111342,8.909478,feature docs,338,0.06008354395590091
754786433,3.853103,6.193107,release config,359,0.010776969926112509
757765919,6.9480867,8.862102,feature docs,15,0.0217911930193311
760575168,10.520819,6.712128,refactoring,8,0.027787136635420664
785311648,11.420021,7.431711,bug tests,308,0.013902121108513415
785317551,10.097329,2.7519517,note nodes,3,0.07708446658359414
785468484,9.392007,2.667301,edge labels,402,0.023087012876615184
786877651,6.975823,8.834659,feature docs,137,0.019499274881097116
788548810,9.365956,2.6620874,edge labels,402,0.013954724936106853
802241902,7.892613,2.8919284,package nodes,297,0.0502638394741894
806904866,12.068396,8.132127,refactoring,204,0.006664452785187662
813518663,11.31146,5.4692545,children nodes,189,0.07413913338622807
815898161,9.207489,2.6327517,object nodes,366,0.15480440915694907
828194721,12.073496,8.140801,refactoring,417,0.005206567440393123
831291369,6.252401,6.2233615,java version,4,0.04149073870317855
852786227,3.8355596,6.1733146,release config,404,0.003500924419529932
871303537,8.104492,7.0472865,feature,72,0.02815067463971745
871343296,10.57733,5.6684127,children nodes,304,0.10860214684050025
872479298,9.047131,2.6893399,object nodes,250,0.06813059224628325
872549979,9.617035,5.7490025,property editor,145,0.06099730844794094
907440950,7.7774973,3.341759,children nodes,109,0.35628758286605827
908269659,8.137498,2.7777166,package nodes,392,0.08662539605485299
933139255,9.265355,5.5963445,property editor,86,0.12683483181746674
974901375,3.8601003,6.2013035,release config,337,0.010776969926112509
975734513,8.9069,3.4874446,sequence diagram,311,0.011361980412317141
975737650,9.101752,3.670715,sequence diagram,99,0.06671384723734734
975746687,11.132434,7.6054926,refactoring tests,80,0.07531782651319217
986737675,9.623149,10.117036,checkstyle,407,0.004367590672884251
1019607417,7.1474547,5.409351,nullpointerexception,265,0.0802357667090962
1055383991,7.8265,2.932525,package nodes,297,0.07332734220442542
1056683503,9.361596,2.6474285,edge labels,402,0.01413854170850502
1106872942,7.4805727,7.6658807,diagram file,181,0.1744408522752612
1107587221,6.3843436,6.1858683,java version,4,0.10665111100760713
1108715268,8.675081,6.786082,toolbar,38,0.0465658276578707
1117711779,10.628582,6.793225,refactoring,281,0.09722802560805795
1225852333,3.8185432,6.157676,release config,12,0.007666579243669046
1231662792,9.611935,8.480189,refactoring config,44,0.040876259066428396
1231679590,9.560433,3.3376381,sequence diagram,322,0.038978729471862664
1248515552,7.1141562,8.599197,feature docs,314,0.15311317604632008
1262395871,11.021041,5.7915497,diagrambuilder,235,0.06684952341913344
1265266163,10.22794,4.5620213,children nodes,256,0.01973897759441288
1303641576,10.862025,6.2300754,refactoring,243,0.02058126931281683
1306410886,9.903431,2.7098508,package nodes,141,0.08498860885116125
1330193543,10.784013,4.751801,sequence diagrams,247,0.09921142085515047
1336335418,10.782425,6.0950327,refactoring,243,0.13992186564829903
1336336489,10.89756,5.6594954,children nodes,316,0.11496124024162756
1388007934,10.785674,7.884762,refactoring tests,111,0.1296409943587212
1415378033,9.921829,3.0411131,children nodes,378,0.33177287633231867
1422405037,6.5350003,6.0029035,java version,295,0.05474430821723871
1422602065,3.8360217,6.1772337,release config,351,0.003946268195350605
1433588198,9.5563755,3.4005847,sequence diagram,60,0.024784134465476008
1438653256,7.4252324,9.4140835,feature config,227,0.24117420868795889
1476988819,10.510396,4.464002,sequence diagrams,221,0.05330760006755651
1477008047,10.907161,7.795886,refactoring tests,111,0.035649577602236325
1477215693,11.051724,5.5219283,diagrambuilder,284,0.09477740373994115
1503637691,10.483944,7.224182,children nodes,313,0.008202193759830494
1588326840,8.05295,2.7965739,package nodes,357,0.08662539605485299
1592510622,7.542402,7.868557,diagram file,115,0.017572694033008224
1610353751,11.148529,4.708519,children nodes,41,0.08995999959947143
1638121965,11.327347,5.829035,children nodes,411,0.03911076583419788
1638377439,9.62076,10.110985,checkstyle,407,0.0050510284088622565
1715968019,7.0206904,6.4888005,diagram file,398,0.3593094929149902
1753405998,6.826781,6.186307,nullpointerexception,262,0.2822497931639896
1753432915,9.638637,3.4145248,sequence diagram,400,0.057084288003173875
1764090535,9.604593,3.3687027,sequence diagram,322,0.015584058769040572
1775757979,9.237196,3.709934,sequence diagram,158,0.12224635730589542
1782746371,9.375117,2.6515608,edge labels,344,0.013954724936106853
1797241815,7.981943,3.0124261,package nodes,135,0.012828334409915251
1840085979,3.832297,6.1745844,release config,351,0.003500924419529932
1884136970,10.71979,2.8579237,note nodes,192,0.07255963220059737
1931316594,8.030651,8.497729,children nodes,412,0.030807608067634683
1946414130,9.625286,10.113227,checkstyle,363,0.004367590672884251
1987440192,8.190718,7.2041273,feature,0,0.028961665260917972
1991707946,6.810935,5.89064,nullpointerexception,68,0.12044403609331168
1993580056,7.9176836,7.5597005,diagram file,62,0.1714719137286769
2071319410,11.350791,5.7977295,children nodes,395,0.03911076583419788
2074757211,8.014088,8.471753,children nodes,416,0.025999762072009002
2075360711,3.762059,6.1015697,release config,6,0.06035852218094089
2077741795,8.641633,3.7451935,note node,215,0.05424031053945336
2080765449,10.160557,7.8006186,java 25,23,0.028316845202617878
2106108844,8.035945,8.457673,children nodes,412,0.025999762072009002
2124153990,12.078602,8.14182,refactoring,349,0.005206567440393123
2127907211,7.0317554,8.753979,feature docs,251,0.02786383957255367
2129156941,8.191689,7.156487,feature,408,0.0476502147697991
